Nombre;Sexe;Annee;Prenoms;Nombre total cumule par annee
6;M;2013;Ishak;6
5;F;2004;Isis;5
9;F;2006;Isis;24
5;F;2017;Isis;83
5;M;2013;Islem;5
15;M;2008;Ismael;40
25;M;2013;Ismael;122
24;M;2016;Ismael;188
22;M;2018;Ismael;238
26;M;2004;Ismaël;26
70;M;2011;Ismaël;400
73;M;2014;Ismaël;621
7;M;2014;Ismail;13
5;M;2015;Ismail;18
8;F;2007;Aïda;16
9;F;2011;Aïda;41
7;M;2013;Aïdan;31
6;M;2015;Aiden;16
9;M;2017;Aiden;25
6;M;2016;Aïden;11
6;M;2013;Aimé;6
7;M;2015;Aimé;13
7;M;2017;Aimé;27
11;M;2018;Aimé;38
6;F;2012;Aimée;41
8;F;2017;Aimée;73
10;F;2018;Aimée;83
6;F;2011;Aïsha;6
11;F;2006;Aïssata;32
10;F;2007;Aïssata;42
6;F;2010;Aïssata;73
5;F;2018;Aïssata;152
5;F;2014;Aissatou;15
12;F;2005;Aïssatou;27
8;F;2009;Aïssatou;71
7;F;2016;Aïssatou;157
6;F;2017;Aïssatou;163
8;F;2018;Aïssatou;171
6;M;2006;Aksel;15
9;M;2008;Aksel;35
19;M;2010;Aksel;67
5;F;2014;Alaa;11
5;M;2009;Alain;11
6;M;2010;Alan;96
6;F;2017;Alana;11
8;M;2013;Alassane;60
9;M;2015;Alassane;76
25;M;2011;Alban;182
23;F;2006;Albane;62
33;F;2013;Albane;241
25;F;2015;Albane;296
13;M;2008;Albert;43
8;M;2009;Albert;51
17;M;2013;Albert;101
10;M;2014;Albert;111
12;M;2016;Albert;137
11;M;2018;Albert;157
7;F;2016;Albertine;14
5;M;2010;Albin;10
7;M;2013;Albin;17
7;M;2013;Alec;36
5;M;2006;Aleksandar;5
5;M;2005;Alessandro;5
16;M;2008;Alessandro;51
10;M;2013;Alessandro;103
9;M;2014;Alessandro;112
11;M;2015;Alessandro;123
9;M;2016;Alessandro;132
6;F;2014;Alessia;24
9;F;2017;Alessia;33
5;M;2007;Alessio;10
7;M;2012;Alessio;43
30;M;2005;Alex;73
25;M;2010;Alex;215
9;M;2007;Alexander;37
10;M;2012;Alexander;87
17;M;2014;Alexander;109
9;M;2017;Alexander;135
55;F;2005;Alexandra;115
6;F;2004;Alexane;6
25;F;2009;Alexia;165
16;F;2013;Alexia;244
22;M;2015;Thibault;455
14;M;2017;Thibault;500
18;M;2004;Thibaut;18
18;M;2005;Thibaut;36
10;M;2007;Thibaut;57
6;M;2010;Thierno;6
12;M;2008;Thierry;52
226;M;2005;Thomas;514
168;M;2010;Thomas;1547
167;M;2011;Thomas;1714
147;M;2012;Thomas;1861
117;M;2015;Thomas;2260
99;M;2016;Thomas;2359
7;F;2008;Tia;7
24;M;2008;Tiago;91
24;M;2011;Tiago;159
22;M;2013;Tiago;202
20;M;2015;Tiago;256
7;F;2017;Tiana;33
7;M;2006;Tidiane;18
8;M;2010;Tidiane;49
12;M;2018;Tidiane;115
7;F;2006;Tiffany;22
7;F;2007;Tiffany;29
6;F;2009;Tiffany;45
6;M;2015;Tim;91
19;M;2008;Timéo;80
28;M;2009;Timéo;108
24;M;2011;Timéo;159
25;M;2015;Timéo;263
25;M;2005;Timothé;37
32;M;2010;Timothé;165
18;M;2013;Timothé;226
9;M;2018;Timothé;314
71;M;2007;Timothée;245
73;M;2016;Timothée;945
5;F;2012;Tina;46
5;F;2015;Tina;70
6;F;2017;Tina;83
24;F;2004;Tiphaine;24
6;F;2007;Tiphaine;58
8;F;2014;Tiphaine;110
23;M;2012;Titouan;376
22;M;2013;Titouan;398
13;M;2017;Titouan;460
7;M;2005;Tobias;7
7;M;2008;Tobias;14
66;M;2011;Tom;676
52;M;2014;Tom;827
5;M;2004;Tomas;5
5;M;2007;Tomas;10
5;M;2013;Tomas;41
11;M;2010;Tony;113
9;M;2015;Tony;166
8;M;2017;Tony;183
5;F;2005;Tosca;5
7;F;2005;Toscane;22
8;F;2007;Toscane;30
5;F;2004;Tracy;5
5;F;2006;Tracy;10
59;M;2007;Tristan;260
68;M;2010;Tristan;473
5;F;2008;Tsipora;5
5;F;2011;Tsipora;10
5;M;2013;Tyron;10
5;M;2008;Ugo;53
5;M;2017;Ugo;99
57;M;2013;Ulysse;512
59;M;2016;Ulysse;695
64;M;2017;Ulysse;759
5;M;2008;Uriel;5
34;M;2013;Vadim;277
34;M;2017;Vadim;432
82;M;2008;Valentin;452
85;M;2010;Valentin;621
68;M;2013;Valentin;859
11;F;2004;Valentina;11
6;F;2005;Valentina;17
14;F;2017;Valentina;174
94;F;2006;Valentine;246
77;F;2010;Valentine;554
76;F;2016;Valentine;1030
84;F;2017;Valentine;1114
7;M;2008;Valentino;17
6;F;2007;Valérie;12
18;F;2006;Vanessa;50
16;F;2007;Vanessa;66
11;F;2010;Vanessa;109
9;F;2014;Vanessa;141
6;F;2018;Vanessa;164
6;M;2017;Vasco;19
7;M;2018;Vasco;26
5;F;2011;Vera;5
11;M;2004;Vianney;11
6;M;2005;Vianney;17
5;M;2012;Vianney;62
60;F;2007;Victoire;291
92;F;2010;Victoire;526
227;M;2004;Victor;227
208;M;2008;Victor;973
78;M;2008;Benjamin;490
9;M;2008;Benoît;85
9;M;2011;Benoît;116
6;M;2016;Benoît;157
7;M;2018;Benoît;169
21;F;2004;Bérénice;21
24;F;2006;Bérénice;67
37;F;2013;Bérénice;275
38;F;2015;Bérénice;346
7;F;2006;Bertille;35
9;F;2007;Bertille;44
8;F;2006;Bettina;17
5;F;2013;Beya;5
18;F;2007;Bianca;51
10;F;2009;Bianca;79
14;F;2013;Bianca;147
21;M;2004;Bilal;21
25;M;2005;Bilal;46
19;M;2006;Bilal;65
17;M;2009;Bilal;134
27;M;2017;Bilal;287
10;M;2004;Bilel;10
10;M;2005;Bilel;20
7;M;2013;Bilel;106
18;M;2014;Bilel;124
9;M;2016;Bilel;139
13;F;2014;Billie;55
16;F;2004;Binta;16
9;F;2017;Binta;87
15;F;2007;Bintou;69
21;F;2008;Bintou;90
20;F;2009;Bintou;110
23;F;2011;Bintou;150
20;F;2015;Bintou;227
5;M;2009;Blaise;11
37;F;2004;Blanche;37
35;F;2008;Blanche;183
42;F;2012;Blanche;329
42;F;2013;Blanche;371
38;F;2016;Blanche;464
29;F;2018;Blanche;523
5;F;2008;Blandine;37
6;F;2011;Bonnie;12
5;F;2014;Bonnie;24
9;F;2016;Bonnie;33
7;M;2004;Boris;7
7;M;2005;Boris;14
10;M;2008;Boubacar;47
10;M;2010;Boubacar;70
11;M;2012;Boubacar;94
11;M;2014;Boubacar;111
10;M;2015;Boubacar;121
6;M;2015;Boubou;23
5;M;2011;Bradley;10
7;M;2004;Brahim;7
5;M;2010;Brahim;29
10;M;2006;Brayan;22
5;M;2014;Brayan;38
8;M;2006;Brieuc;25
5;M;2009;Brieuc;38
18;F;2009;Brune;68
27;F;2012;Brune;135
23;F;2014;Brune;176
26;F;2017;Brune;253
7;M;2005;Bruno;27
10;M;2008;Bruno;49
5;M;2009;Bruno;54
8;M;2010;Bruno;62
5;M;2010;Bryan;73
7;M;2013;Bryan;102
5;F;2008;Cali;5
5;F;2009;Calie;5
5;F;2016;Calie;18
8;F;2017;Calie;26
6;M;2005;Calixte;6
6;M;2007;Calixte;19
12;M;2010;Calixte;55
14;M;2011;Calixte;69
9;M;2016;Calixte;102
6;M;2017;Calixte;108
9;M;2018;Calixte;117
6;M;2004;Calvin;6
5;F;2017;Calypso;5
5;F;2012;Camelia;17
5;F;2013;Camelia;22
15;F;2015;Camélia;187
17;F;2016;Camélia;204
18;F;2018;Camélia;240
11;M;2007;Cameron;17
8;M;2011;Cameron;49
6;M;2015;Cameron;65
6;M;2016;Cameron;71
7;M;2004;Camil;7
5;M;2007;Camil;17
7;M;2009;Camil;37
5;F;2011;Camila;30
9;F;2015;Camila;57
10;F;2018;Camila;76
6;F;2018;Camilia;42
243;F;2004;Camille;275
10;M;2004;Matias;10
8;M;2005;Matias;18
8;M;2011;Matias;63
6;M;2015;Matias;93
5;F;2010;Matilde;10
12;M;2004;Matis;12
5;M;2012;Matis;90
6;M;2013;Matis;96
13;M;2005;Matisse;21
8;M;2010;Matisse;67
9;M;2015;Matisse;91
32;M;2007;Matteo;142
35;M;2015;Matteo;364
45;M;2006;Mattéo;178
21;M;2013;Mattéo;359
7;M;2017;Mattéo;403
11;M;2018;Mattéo;414
7;M;2017;Matthew;52
19;M;2006;Matthias;65
8;M;2010;Matthias;141
10;M;2014;Matthias;202
11;M;2015;Matthias;213
12;M;2018;Matthias;250
91;M;2004;Matthieu;91
79;M;2006;Matthieu;260
78;F;2012;Sofia;622
98;F;2014;Sofia;832
35;M;2005;Sofiane;69
32;M;2006;Sofiane;101
33;M;2007;Sofiane;134
21;M;2009;Sofiane;194
30;M;2010;Sofiane;224
30;M;2011;Sofiane;254
19;M;2013;Sofiane;297
14;M;2015;Sofiane;339
6;F;2015;Sofya;6
6;M;2010;Sohan;14
14;M;2015;Sohan;64
8;F;2016;Solange;36
25;F;2009;Solène;178
8;F;2016;Solène;291
10;F;2008;Solenn;35
9;F;2006;Soline;17
11;F;2007;Soline;28
13;F;2011;Soline;57
25;F;2014;Soline;108
5;F;2007;Solveig;16
9;F;2013;Solveig;46
17;F;2005;Sonia;40
13;F;2013;Sonia;158
31;F;2009;Sophia;159
32;F;2010;Sophia;191
48;F;2018;Sophia;552
34;F;2018;Sophie;624
8;F;2009;Soraya;48
12;M;2017;Souleyman;59
13;M;2005;Souleymane;30
25;M;2012;Souleymane;180
20;M;2013;Souleymane;200
5;F;2008;Soumaya;5
13;F;2016;Soumaya;90
22;F;2018;Soumaya;126
40;M;2006;Stanislas;118
28;M;2010;Stanislas;235
23;M;2012;Stanislas;288
10;M;2006;Stanley;10
41;F;2013;Stella;412
28;F;2018;Stella;587
18;M;2004;Stéphane;18
7;M;2015;Stéphane;105
18;M;2004;Steven;18
9;M;2008;Steven;65
8;M;2010;Steven;80
33;F;2006;Suzanne;92
48;F;2008;Suzanne;179
49;F;2010;Suzanne;276
56;F;2012;Suzanne;382
60;F;2014;Suzanne;498
5;F;2012;Suzie;15
5;F;2015;Suzie;32
6;M;2011;Sven;6
5;M;2015;Swan;46
5;M;2007;Swann;34
17;M;2008;Swann;51
8;M;2012;Swann;108
6;F;2013;Swann;130
8;M;2014;Swann;138
5;F;2014;Swann;143
5;F;2015;Swann;165
5;F;2017;Swann;202
6;F;2018;Swann;225
13;M;2005;Sylvain;18
6;M;2012;Sylvain;40
6;F;2004;Sylvia;6
6;F;2015;Sylvie;23
5;M;2007;Tahar;5
6;M;2014;Tahar;11
10;F;2015;Tahel;10
5;M;2009;Takumi;5
13;F;2012;Tal;25
115;F;2006;Anna;372
132;F;2011;Anna;1042
146;F;2012;Anna;1188
144;F;2014;Anna;1460
5;F;2011;Annabelle;68
5;F;2014;Annabelle;85
5;F;2016;Annabelle;98
9;F;2018;Annabelle;115
9;F;2010;Annaëlle;36
6;F;2017;Annaëlle;69
5;F;2008;Anna-Rose;5
9;F;2004;Anne;9
21;F;2005;Anne;30
9;F;2007;Anne;58
12;F;2010;Anne;98
10;F;2016;Anne;142
7;F;2008;Anne-Sophie;17
31;F;2005;Anouk;79
38;F;2007;Anouk;161
46;F;2012;Anouk;382
8;F;2009;Aaliyah;13
11;F;2012;Aaliyah;31
11;F;2018;Aaliyah;96
92;M;2008;Aaron;341
80;M;2011;Aaron;583
73;M;2015;Aaron;921
6;F;2016;Abby;6
6;F;2018;Abby;17
9;M;2015;Abdallah;116
6;M;2009;Abdel;13
5;M;2010;Abdel;18
5;M;2004;Abdelaziz;5
8;M;2008;Abderrahmane;8
9;M;2012;Abderrahmane;17
8;M;2009;Abdou;14
9;M;2014;Abdoul;74
7;M;2015;Abdoul;81
11;M;2016;Abdoul;92
20;M;2010;Abdoulaye;141
19;M;2011;Abdoulaye;160
14;M;2012;Abdoulaye;174
31;M;2018;Abdoulaye;319
5;M;2013;Abdramane;5
32;M;2009;Abel;142
47;M;2015;Abel;422
59;M;2016;Abel;481
6;F;2013;Abigaël;61
7;F;2012;Abigail;24
5;F;2013;Abigail;29
6;F;2017;Abigaïl;31
5;M;2007;Abou;5
8;M;2004;Aboubacar;8
5;M;2004;Abraham;5
5;M;2012;Abraham;28
6;F;2007;Aby;6
5;F;2014;Aby;22
7;F;2018;Aby;35
39;M;2008;Achille;181
38;M;2009;Achille;219
44;M;2010;Achille;263
46;M;2012;Achille;352
56;M;2016;Achille;538
5;F;2006;Ada;5
10;F;2017;Ada;34
7;F;2018;Ada;41
17;M;2005;Adama;32
15;M;2011;Adama;123
11;M;2015;Adama;183
5;M;2006;Adame;10
7;M;2007;Adame;17
5;M;2014;Adame;56
14;M;2008;Adel;71
14;M;2013;Adel;156
5;F;2004;Adélaïde;5
10;F;2008;Adélaïde;47
14;F;2012;Adélaïde;79
17;F;2016;Adélaïde;139
10;F;2018;Adélaïde;170
78;F;2008;Adèle;409
85;F;2009;Adèle;494
7;F;2006;Adélie;27
8;F;2006;Adeline;19
8;F;2016;Adeline;47
12;M;2007;Adem;61
19;M;2010;Adem;104
36;M;2012;Adem;168
5;M;2009;Aden;5
7;M;2013;Aden;17
5;M;2018;Aden;36
5;M;2007;Adil;11
11;M;2012;Adil;48
5;F;2012;Adja;28
6;M;2016;Adnane;6
11;M;2009;Adrian;69
16;F;2012;Adriana;84
8;F;2016;Adriana;98
7;M;2006;Adriano;7
5;M;2016;Adriel;10
159;M;2006;Adrien;437
118;M;2012;Adrien;1169
15;F;2015;Alexia;271
94;M;2010;Alexis;777
67;M;2013;Alexis;1027
80;M;2014;Alexis;1107
70;M;2017;Alexis;1320
6;M;2006;Alexy;6
7;M;2011;Alfred;38
15;M;2012;Alfred;53
32;M;2005;Ali;65
31;M;2007;Ali;122
33;M;2008;Ali;155
10;F;2004;Alia;10
197;F;2012;Alice;1680
211;F;2014;Alice;2120
44;F;2007;Alicia;196
54;F;2009;Alicia;312
48;F;2012;Alicia;492
60;F;2015;Alicia;655
39;F;2016;Alicia;694
24;F;2006;Aliénor;66
22;F;2014;Aliénor;246
25;F;2018;Aliénor;345
5;F;2015;Alima;31
6;F;2017;Alima;37
6;F;2006;Aline;28
5;M;2018;Alioune;5
5;F;2010;Alissa;22
5;F;2018;Alissa;55
6;M;2016;Alistair;42
7;M;2008;Alix;311
81;F;2015;Alix;955
81;F;2016;Alix;1042
6;F;2005;Alixe;6
11;F;2010;Aliya;60
13;F;2015;Aliya;160
11;F;2009;Aliyah;26
8;F;2010;Aliyah;34
12;F;2011;Aliyah;46
10;F;2013;Aliyah;70
19;F;2016;Aliyah;128
6;F;2011;Alizée;24
6;F;2011;Allegra;6
5;F;2014;Allya;5
18;F;2005;Alma;37
22;F;2009;Alma;134
30;F;2010;Alma;164
32;F;2012;Alma;224
53;F;2014;Alma;320
115;F;2018;Alma;654
8;M;2005;Aloïs;8
11;M;2009;Aloïs;45
9;M;2011;Aloïs;70
7;M;2016;Aloïs;114
9;M;2018;Aloïs;129
6;M;2005;Alon;12
5;M;2006;Alon;17
9;M;2005;Alone;9
6;M;2008;Alone;20
5;F;2004;Althéa;5
5;M;2006;Alvin;10
22;F;2016;Alya;213
36;F;2017;Alya;249
25;F;2018;Alya;274
10;F;2016;Alyssa;164
8;F;2017;Alyssa;172
5;F;2009;Alyssia;12
15;M;2010;Amadou;68
18;M;2011;Amadou;86
22;M;2015;Amadou;152
14;M;2016;Amadou;166
18;M;2018;Amadou;201
7;F;2007;Amalia;12
10;F;2008;Amalia;22
12;F;2017;Amalia;103
6;F;2015;Amanda;24
39;F;2006;Amandine;100
26;F;2009;Amandine;195
30;F;2010;Amandine;225
23;F;2012;Amandine;267
15;F;2015;Amandine;315
5;F;2010;Amani;12
9;F;2014;Amani;21
6;M;2006;Amar;6
5;M;2006;Amara;17
6;M;2007;Amara;23
5;M;2009;Amara;28
7;M;2017;Amara;63
37;M;2004;Amaury;37
34;M;2005;Amaury;71
28;M;2008;Amaury;166
47;M;2009;Amaury;213
30;M;2014;Amaury;388
36;M;2015;Amaury;424
27;M;2016;Amaury;451
86;F;2005;Ambre;160
69;F;2008;Ambre;385
72;F;2009;Ambre;457
42;F;2014;Ambre;700
7;F;2008;Ambrine;19
11;M;2004;Ambroise;11
207;M;2009;Victor;1180
204;M;2012;Victor;1794
206;M;2018;Victor;3052
89;F;2005;Victoria;165
75;F;2007;Victoria;310
104;F;2009;Victoria;501
79;F;2013;Victoria;823
134;F;2015;Victoria;1059
6;M;2009;Victorien;6
6;M;2010;Viktor;51
36;M;2008;Vincent;257
19;M;2012;Vincent;366
17;M;2014;Vincent;397
15;M;2012;Virgile;195
15;M;2013;Virgile;210
15;M;2016;Virgile;258
7;F;2008;Viviane;44
10;F;2010;Viviane;69
11;F;2015;Maïmouna;182
17;F;2016;Maïmouna;199
16;F;2018;Maïmouna;231
5;F;2015;Maissa;5
24;F;2012;Maïssa;190
21;F;2013;Maïssa;211
18;F;2017;Maïssa;296
20;F;2018;Maïssa;316
5;F;2012;Maïssane;39
9;F;2012;Maïwenn;81
6;F;2005;Malak;6
15;F;2010;Malak;58
14;F;2016;Malak;156
15;F;2018;Malak;193
5;M;2010;Malcolm;17
5;F;2004;Malena;5
5;F;2008;Malia;12
9;F;2017;Malia;78
7;F;2018;Malia;85
8;M;2014;Malick;57
6;M;2005;Malik;13
23;M;2010;Malik;90
22;M;2014;Malik;159
5;F;2008;Malika;10
37;M;2013;Malo;375
47;M;2018;Malo;572
8;M;2015;Malone;41
14;M;2016;Malone;55
5;F;2005;Mama;5
6;F;2017;Mama;16
31;M;2006;Mamadou;116
43;M;2009;Mamadou;222
38;M;2010;Mamadou;260
29;M;2013;Mamadou;352
5;M;2012;Mamoudou;22
6;M;2016;Mamoudou;42
6;F;2007;Manar;6
21;F;2006;Manel;58
25;F;2018;Manel;393
6;F;2013;Manelle;62
7;F;2015;Manelle;77
107;F;2017;Manon;1932
5;M;2018;Mansour;5
6;F;2007;Manuela;20
10;F;2013;Maram;15
36;M;2004;Marc;36
36;M;2005;Marc;72
29;M;2014;Marc;366
8;M;2017;Marcello;14
15;M;2010;Marco;85
11;M;2013;Marco;111
10;M;2018;Marco;171
92;F;2010;Margaux;551
5;F;2017;Margo;18
69;F;2011;Margot;596
78;F;2012;Margot;674
67;F;2014;Margot;816
32;F;2005;Marguerite;66
14;F;2013;Marguerite;229
17;F;2014;Marguerite;246
24;F;2007;Maria;95
27;F;2008;Maria;122
18;F;2009;Maria;140
34;F;2014;Maria;275
45;F;2018;Maria;430
42;F;2010;Mariam;283
16;F;2009;Mariama;72
17;F;2011;Mariama;104
11;F;2012;Mariama;115
20;F;2014;Mariama;146
14;F;2015;Mariama;160
13;F;2017;Mariama;185
13;F;2004;Mariame;13
12;F;2006;Mariame;30
11;F;2009;Mariame;63
13;F;2015;Mariame;111
8;F;2017;Mariame;128
5;F;2005;Mariana;10
204;F;2004;Marie;204
177;F;2006;Marie;559
94;F;2011;Marie;1141
81;F;2015;Marie;1462
70;M;2011;Camille;1893
82;M;2012;Camille;2159
166;F;2014;Camille;2833
98;F;2018;Camille;3644
14;F;2015;Candice;207
5;F;2016;Candice;212
82;F;2004;Capucine;82
66;F;2005;Capucine;148
78;F;2008;Capucine;359
64;F;2014;Capucine;754
32;F;2017;Capucine;901
10;M;2017;Ismail;35
17;M;2012;Ismaïl;86
22;M;2017;Ismaïl;166
7;F;2005;Isra;7
6;F;2011;Isra;42
5;F;2013;Israa;5
5;F;2014;Israa;10
6;F;2015;Israa;16
23;M;2004;Issa;23
27;M;2009;Issa;116
55;M;2018;Issa;428
7;M;2005;Issam;12
10;M;2014;Issam;101
12;M;2012;Ivan;129
21;M;2017;Iyad;130
18;M;2018;Iyad;148
13;M;2015;Iyed;77
13;F;2015;Izia;45
15;F;2017;Izia;68
12;M;2018;Jack;100
5;M;2009;Jacob;24
7;M;2014;Jacob;57
12;M;2015;Jacob;69
19;M;2018;Jacob;111
26;M;2005;Jacques;40
18;M;2007;Jacques;75
18;M;2010;Jad;80
25;M;2018;Jad;231
140;F;2004;Jade;140
133;F;2014;Jade;1436
96;F;2017;Jade;1774
10;M;2010;Jaden;21
10;M;2015;Jalil;36
7;M;2004;James;7
15;M;2005;James;22
26;M;2008;James;80
18;M;2010;James;111
7;M;2009;Jan;14
14;F;2011;Jana;78
10;F;2013;Jana;94
27;F;2015;Jana;145
6;F;2007;Jane;6
9;F;2008;Janna;26
11;F;2010;Janna;45
6;F;2015;Janna;97
10;F;2017;Jannah;29
16;F;2018;Jannah;45
7;M;2005;Jarod;15
21;F;2007;Jasmine;83
26;F;2017;Jasmine;361
10;M;2010;Jason;76
6;M;2018;Jason;149
5;M;2012;Jassem;5
9;M;2018;Jassim;34
7;M;2004;Jawad;7
5;M;2012;Jawed;5
6;M;2014;Jayan;6
8;M;2010;Jayson;14
5;M;2017;Jayson;32
71;M;2004;Jean;71
76;M;2008;Jean;331
87;M;2010;Jean;491
75;M;2011;Jean;566
81;M;2014;Jean;783
172;F;2009;Jeanne;1032
192;F;2010;Jeanne;1224
183;F;2013;Jeanne;1768
6;F;2017;Jeannette;6
6;M;2013;Jed;6
6;M;2017;Jed;17
14;F;2010;Jenna;51
17;F;2011;Jenna;68
17;F;2018;Jennah;74
8;F;2008;Jennifer;31
5;F;2006;Jenny;12
5;F;2015;Jenny;23
21;M;2004;Jérémie;21
20;M;2005;Jérémie;41
10;M;2016;Jérémie;193
39;M;2005;Jérémy;73
25;M;2007;Jérémy;143
18;M;2009;Jérémy;187
18;M;2012;Jérémy;237
22;F;2006;Jessica;72
17;F;2009;Jessica;129
7;F;2014;Jessica;197
9;F;2017;Jessica;227
5;M;2012;Jibril;44
5;F;2013;Jill;5
6;F;2015;Tal;56
8;F;2010;Tali;48
18;F;2004;Talia;18
14;F;2007;Talia;50
7;F;2009;Talia;64
11;F;2010;Talia;75
6;F;2006;Tamara;14
6;F;2008;Tamara;25
7;F;2015;Tamara;50
5;M;2011;Tancrède;50
18;M;2004;Tanguy;18
13;F;2010;Tania;87
8;F;2013;Tania;103
8;M;2012;Tao;62
5;M;2017;Tao;87
11;F;2012;Tara;129
6;F;2013;Tara;135
8;F;2008;Tasnim;14
9;F;2012;Tasnim;38
12;F;2015;Tasnim;65
9;F;2018;Tasnim;91
5;F;2006;Tasnime;5
5;F;2014;Tasnime;41
9;F;2017;Tasnime;55
6;F;2012;Tatiana;57
6;M;2015;Taym;6
5;F;2008;Téa;5
5;F;2009;Téa;10
5;F;2011;Téa;15
7;M;2004;Teddy;7
6;M;2005;Teddy;13
6;F;2018;Telma;13
12;M;2004;Téo;12
11;M;2010;Téo;73
5;M;2004;Terence;5
8;M;2005;Terence;13
5;M;2012;Térence;36
5;F;2017;Tesnim;11
8;F;2018;Tesnim;19
5;F;2018;Tesnime;21
23;F;2013;Tess;245
18;F;2015;Tess;290
7;F;2004;Tessa;7
21;F;2009;Tessa;82
14;F;2013;Tessa;142
24;F;2005;Thaïs;48
47;F;2014;Thaïs;288
10;F;2007;Thalia;17
7;F;2013;Thalia;67
11;F;2016;Thalia;94
23;F;2016;Théa;162
10;F;2007;Thelma;38
11;F;2012;Thelma;87
127;M;2004;Théo;127
6;F;2014;Théodora;6
6;F;2015;Théodora;12
6;M;2017;Theodore;6
23;M;2004;Théodore;23
29;M;2007;Théodore;111
31;M;2009;Théodore;183
40;M;2011;Théodore;266
35;M;2014;Théodore;389
58;M;2015;Théodore;447
49;M;2018;Théodore;567
34;M;2004;Théophile;34
18;M;2014;Théophile;342
28;M;2016;Théophile;397
14;M;2007;Théotime;19
5;M;2009;Théotime;24
8;M;2012;Théotime;40
5;M;2012;Thiago;10
8;M;2018;Thiago;67
10;M;2005;Thibaud;23
11;M;2006;Thibaud;34
12;M;2009;Thibaud;61
5;M;2013;Thibaud;89
52;M;2004;Thibault;52
11;M;2006;Thibaut;47
19;M;2008;Thibaut;76
11;M;2013;Thibaut;105
6;M;2014;Thierno;12
8;M;2005;Thierry;19
9;M;2006;Thierry;28
6;M;2009;Thierry;58
259;M;2006;Thomas;773
211;M;2008;Thomas;1204
127;M;2014;Thomas;2143
13;M;2004;Tiago;13
18;M;2005;Tiago;31
20;M;2006;Tiago;51
21;M;2012;Tiago;180
26;M;2016;Tiago;282
23;M;2017;Tiago;305
5;M;2015;Tidiane;88
9;F;2004;Tiffany;9
10;F;2008;Tiffany;39
5;F;2018;Tiguida;10
5;M;2013;Tilio;5
11;M;2005;Tim;17
6;M;2007;Tim;32
90;M;2013;Adrien;1259
88;M;2015;Adrien;1446
80;F;2011;Agathe;643
69;F;2012;Agathe;712
88;F;2016;Agathe;1008
8;F;2006;Aglaé;8
5;F;2013;Aglaé;29
9;F;2006;Agnès;29
5;F;2007;Agnès;34
9;F;2013;Agnès;85
9;F;2015;Agnès;107
6;M;2018;Aharon;11
7;M;2014;Ahmad;24
6;M;2015;Ahmad;30
32;M;2004;Ahmed;32
29;M;2005;Ahmed;61
42;M;2014;Ahmed;383
28;F;2008;Aïcha;131
40;F;2009;Aïcha;171
38;F;2011;Aïcha;246
8;F;2006;Aïda;8
6;F;2009;Aïda;22
9;F;2012;Aïda;50
12;F;2015;Aïda;84
16;F;2017;Aïda;112
10;F;2018;Aïda;122
9;M;2008;Aïdan;9
6;M;2012;Aïdan;24
7;M;2018;Aïdan;53
5;M;2014;Aïden;5
8;M;2017;Aïden;19
5;F;2018;Aïko;5
7;M;2016;Aimé;20
5;F;2004;Aimée;5
8;F;2005;Aimée;13
5;F;2018;Aïna;21
6;F;2017;Aisha;6
10;F;2016;Aïsha;31
8;F;2004;Aïssata;8
10;F;2009;Aïssata;67
10;F;2012;Aïssata;98
11;F;2016;Aïssata;136
11;F;2017;Aïssata;147
9;F;2006;Aïssatou;36
15;F;2010;Aïssatou;86
16;F;2011;Aïssatou;102
11;F;2013;Aïssatou;129
13;F;2014;Aïssatou;142
5;F;2005;Aïssé;5
8;M;2009;Akram;13
6;M;2009;Aksil;6
13;M;2017;Aksil;65
7;M;2016;Alan;150
11;M;2018;Alan;170
9;M;2006;Alassane;9
13;M;2007;Alassane;22
7;M;2010;Alassane;36
7;M;2014;Alassane;67
5;F;2010;Alba;34
11;F;2014;Alba;67
21;F;2017;Alba;121
13;M;2004;Alban;13
31;M;2007;Alban;89
20;M;2018;Alban;353
16;F;2004;Albane;16
30;F;2014;Albane;271
30;F;2018;Albane;390
6;M;2004;Albert;6
7;M;2006;Albert;21
5;M;2008;Albin;5
5;M;2006;Alec;19
5;M;2011;Alec;29
6;M;2016;Alec;42
7;M;2009;Aleksandar;12
6;F;2006;Aleksandra;6
5;F;2016;Aleksandra;18
7;M;2015;Alessio;62
9;M;2016;Alessio;71
29;M;2011;Alex;244
10;M;2004;Alexander;10
14;M;2010;Alexander;71
10;M;2015;Alexander;119
46;F;2006;Alexandra;161
41;F;2010;Alexandra;296
298;M;2007;Alexandre;1256
266;M;2010;Alexandre;2067
218;M;2012;Alexandre;2528
226;M;2015;Alexandre;3171
29;F;2004;Alexia;29
23;F;2011;Alexia;210
18;F;2012;Alexia;228
15;F;2016;Alexia;286
11;F;2018;Alexia;305
127;M;2005;Alexis;276
70;M;2015;Alexis;1177
5;M;2004;Alfred;5
7;M;2016;Alfred;67
26;M;2006;Ali;91
47;M;2012;Ali;321
46;M;2014;Ali;404
18;M;2011;Ambroise;146
21;M;2017;Ambroise;267
13;F;2004;Amel;13
13;F;2005;Amel;26
16;F;2008;Amel;69
10;F;2010;Amel;92
9;F;2011;Amel;101
9;F;2012;Amel;110
6;F;2007;Amelia;6
12;F;2015;Amelia;47
8;F;2016;Amelia;55
15;F;2018;Amélia;161
38;F;2004;Amélie;38
30;F;2007;Amélie;145
