Nombre;Sexe;Annee;Prenoms;Nombre total cumule par annee
6;M;2014;Cyrus;23
6;F;2010;Dahlia;23
8;F;2005;Dalia;8
11;F;2009;Dalia;24
10;F;2012;Dalia;45
8;F;2018;Dalia;98
5;F;2009;Dalla;5
5;F;2011;Dalla;10
5;F;2014;Dalya;5
10;F;2015;Dalya;15
7;M;2017;Damian;53
22;M;2010;Damien;168
17;M;2011;Damien;185
10;M;2015;Damien;227
8;M;2016;Damien;235
12;M;2011;Dan;134
10;M;2013;Dan;159
11;M;2016;Dan;192
7;M;2018;Dan;211
5;F;2007;Dana;21
10;F;2006;Danaé;15
6;F;2010;Danaé;21
6;F;2012;Danaé;27
5;F;2015;Danaé;32
60;M;2014;Lucien;539
64;M;2015;Lucien;603
56;M;2017;Lucien;718
41;F;2004;Lucile;41
38;F;2010;Lucile;248
31;F;2012;Lucile;301
22;F;2016;Lucile;388
8;F;2009;Lucille;59
6;F;2015;Lucille;93
8;F;2004;Lucy;8
10;F;2006;Lucy;33
5;F;2009;Lucy;60
12;F;2015;Lucy;106
21;F;2006;Ludivine;66
12;F;2010;Ludivine;125
12;F;2012;Ludivine;151
11;M;2007;Ludovic;46
6;M;2006;Luigi;6
6;M;2007;Luis;13
21;M;2010;Luka;152
25;M;2012;Luka;194
22;M;2017;Luka;309
13;M;2006;Lukas;46
13;M;2009;Lukas;94
11;M;2011;Lukas;105
35;F;2014;Luna;492
54;F;2018;Luna;651
6;F;2018;Luz;12
9;F;2007;Lya;9
15;F;2016;Lya;104
6;M;2010;Lyam;16
18;M;2014;Lyam;68
21;M;2017;Lyam;123
11;F;2007;Lydia;67
15;F;2008;Lydia;82
7;F;2011;Lydia;107
14;F;2013;Lydia;133
11;F;2016;Lydia;162
7;F;2011;Lyla;7
5;F;2014;Lyla;17
13;F;2007;Lylia;26
10;F;2011;Lylia;49
6;F;2018;Lylia;81
25;F;2012;Lyna;273
36;F;2015;Lyna;373
25;F;2017;Lyna;425
7;F;2008;Lyne;7
6;F;2010;Lyne;18
5;F;2014;Lyne;30
8;M;2012;Maceo;32
7;M;2005;Macéo;7
9;M;2009;Macéo;36
5;F;2007;Macha;5
49;F;2013;Madeleine;422
6;F;2007;Madina;12
11;F;2005;Maé;21
13;F;2007;Maé;41
16;F;2008;Maé;57
6;M;2013;Maé;105
6;F;2014;Maé;117
9;M;2016;Mael;101
55;M;2007;Maël;200
64;M;2011;Maël;436
68;M;2017;Maël;823
7;F;2004;Maëlie;7
7;F;2007;Maëlis;7
5;F;2013;Maëlis;12
30;F;2006;Maëlle;133
31;F;2014;Maëlle;376
21;F;2018;Maëlle;470
5;F;2005;Maëly;5
5;F;2017;Maëlyne;22
10;F;2007;Maelys;18
5;F;2008;Maelys;23
41;F;2004;Maëlys;41
34;F;2005;Maëlys;75
57;F;2008;Maëlys;214
38;F;2012;Maëlys;392
39;F;2015;Maëlys;521
18;F;2004;Maeva;18
13;F;2005;Maeva;31
8;F;2007;Maeva;63
18;F;2008;Maeva;81
11;F;2012;Maeva;127
8;F;2017;Maeva;165
7;F;2011;Maéva;63
11;F;2006;Maëva;30
5;F;2013;Maëva;103
11;F;2017;Maëva;126
14;M;2004;Mahamadou;14
13;M;2007;Mahamadou;53
14;M;2010;Mahamadou;98
7;F;2008;Mahault;30
9;F;2012;Mahault;61
22;F;2009;Mahaut;85
17;F;2015;Mahaut;177
17;F;2017;Mahaut;216
7;M;2008;Mahé;43
12;M;2017;Mahé;151
7;M;2014;Maher;7
8;M;2004;Auguste;8
35;M;2009;Auguste;115
34;M;2010;Auguste;149
58;M;2015;Auguste;358
68;M;2016;Auguste;426
74;M;2018;Auguste;576
116;M;2009;Augustin;507
88;M;2010;Augustin;595
152;M;2018;Augustin;1714
5;F;2006;Augustine;5
12;F;2010;Augustine;34
17;F;2012;Augustine;65
12;F;2014;Augustine;91
14;F;2015;Augustine;105
23;F;2016;Augustine;128
25;F;2018;Augustine;181
19;M;2007;Aurèle;53
19;M;2017;Aurèle;237
7;F;2006;Aurélia;20
7;F;2009;Aurélia;39
5;F;2012;Aurélia;51
15;F;2004;Aurélie;15
5;F;2017;Aurélie;132
63;M;2004;Aurélien;63
44;M;2011;Aurélien;452
15;F;2008;Auriane;54
5;F;2010;Auriane;68
6;F;2015;Auriane;92
24;F;2010;Aurore;173
70;F;2008;Ava;219
72;F;2009;Ava;291
86;F;2011;Ava;454
81;F;2015;Ava;716
5;M;2005;Avi;12
17;F;2010;Awa;162
17;F;2015;Awa;276
95;M;2006;Axel;297
89;M;2007;Axel;386
89;M;2015;Axel;1095
24;F;2008;Axelle;115
14;F;2012;Axelle;187
20;F;2015;Axelle;235
12;F;2016;Axelle;247
32;F;2004;Aya;32
40;F;2008;Aya;207
58;F;2014;Aya;580
8;F;2013;Ayah;13
10;M;2012;Aydan;23
5;M;2015;Aydan;41
13;M;2017;Aydan;64
8;M;2018;Aydan;72
6;F;2017;Ayla;11
6;F;2018;Ayla;17
38;M;2017;Aylan;192
6;F;2011;Ayline;11
7;F;2014;Ayline;23
13;M;2005;Ayman;22
5;M;2007;Ayman;36
5;M;2009;Ayman;47
10;M;2014;Ayman;97
9;M;2016;Ayman;117
7;M;2016;Aymane;55
26;M;2010;Aymen;109
20;M;2011;Aymen;129
20;M;2012;Aymen;149
27;M;2017;Aymen;247
15;M;2013;Aymeric;177
20;M;2006;Ayoub;71
29;M;2007;Ayoub;100
44;M;2011;Ayoub;250
38;M;2012;Ayoub;288
42;M;2014;Ayoub;375
5;M;2004;Ayrton;5
8;M;2006;Badis;8
9;M;2005;Bakary;14
7;M;2006;Bakary;21
12;M;2013;Bakary;102
15;M;2004;Balthazar;15
19;M;2007;Balthazar;65
28;M;2010;Balthazar;138
25;M;2014;Balthazar;212
19;M;2017;Balthazar;276
139;M;2005;Baptiste;271
114;M;2008;Baptiste;620
89;M;2013;Baptiste;1108
66;M;2018;Baptiste;1486
5;F;2008;Barbara;38
5;F;2017;Barbara;73
7;F;2018;Barbara;80
8;M;2006;Barnabé;22
6;M;2007;Barnabé;28
5;M;2008;Barnabé;33
5;M;2011;Barnabé;47
5;M;2006;Barthélemy;5
6;M;2007;Barthélémy;13
5;M;2012;Basil;5
48;M;2004;Basile;48
64;M;2013;Basile;485
84;M;2015;Basile;624
82;M;2016;Basile;706
5;F;2011;Castille;27
13;F;2012;Castille;40
22;F;2016;Castille;99
5;F;2018;Cataleya;11
12;F;2004;Catherine;12
11;F;2009;Catherine;70
8;F;2010;Catherine;78
8;F;2014;Catherine;99
5;F;2016;Catherine;104
15;F;2008;Cécile;111
9;F;2011;Cécile;147
9;F;2016;Cécile;194
10;F;2017;Cécile;204
6;M;2010;Cédric;101
34;F;2007;Céleste;118
37;F;2009;Céleste;186
48;F;2015;Céleste;444
70;F;2018;Céleste;610
9;M;2006;Célestin;17
6;M;2017;Célestin;112
7;F;2006;Célestine;14
6;F;2008;Célestine;20
20;F;2016;Célestine;126
9;F;2007;Celia;27
5;F;2012;Celia;46
5;F;2014;Celia;56
46;F;2005;Célia;100
32;F;2012;Célia;386
9;M;2004;Célian;9
35;F;2007;Céline;154
29;F;2009;Céline;210
5;F;2010;Cerise;19
29;M;2005;César;52
5;M;2016;Chahine;49
5;M;2018;Chahine;65
5;F;2011;Chahinez;17
9;F;2012;Chahinez;26
6;F;2014;Chahinez;38
15;F;2005;Chaïma;24
23;F;2006;Chaïma;47
26;F;2008;Chaïma;91
6;F;2014;Chaïma;151
5;F;2017;Chaïma;161
5;F;2010;Charlène;30
5;F;2011;Charlène;35
77;M;2006;Charles;269
86;M;2008;Charles;432
78;M;2013;Charles;796
87;M;2017;Charles;1140
5;F;2004;Charlie;12
8;M;2005;Charlie;20
6;M;2006;Charlie;26
9;F;2007;Charlie;60
15;M;2008;Charlie;75
27;F;2009;Charlie;145
23;F;2010;Charlie;205
30;M;2012;Charlie;288
29;F;2015;Charlie;583
57;F;2017;Charlie;717
39;F;2018;Charlie;776
18;F;2008;Charline;70
23;F;2011;Charline;131
20;F;2013;Charline;165
14;F;2015;Charline;205
16;F;2017;Charline;235
5;F;2009;Charlize;5
9;F;2016;Charlize;29
142;F;2006;Charlotte;414
149;F;2007;Charlotte;563
122;F;2011;Charlotte;1085
114;F;2012;Charlotte;1199
5;F;2010;Chayma;30
6;F;2013;Chayma;48
8;M;2004;Cheick;8
5;M;2009;Cheick;43
8;M;2014;Cheikh;47
39;F;2008;Chiara;234
37;F;2014;Chiara;440
270;F;2008;Chloé;1082
206;F;2015;Chloé;2807
180;F;2016;Chloé;2987
5;F;2006;Chloë;5
5;M;2008;Chris;37
8;M;2009;Chris;45
7;M;2010;Christ;7
11;F;2004;Christelle;11
7;F;2005;Christelle;18
7;F;2010;Christelle;49
16;M;2005;Christian;28
15;M;2010;Christian;115
10;M;2014;Christian;159
7;F;2005;Christina;15
7;F;2006;Christina;22
5;F;2014;Christina;34
8;F;2007;Christine;49
11;F;2008;Christine;60
8;F;2011;Christine;82
6;F;2015;Christine;88
17;M;2006;Christopher;33
10;M;2007;Christopher;43
7;F;2011;Nadia;61
6;F;2014;Nadia;81
5;F;2016;Nadia;86
9;F;2013;Nadine;32
11;M;2004;Nadir;11
6;M;2011;Nadir;44
5;M;2014;Nadir;57
8;M;2015;Nadir;65
5;M;2004;Nael;5
16;M;2010;Nael;79
13;M;2005;Naël;28
43;M;2009;Naël;145
53;M;2010;Naël;198
10;F;2009;Naëlle;27
17;F;2012;Naëlle;65
6;F;2014;Naëlle;82
14;M;2012;Nahel;58
17;M;2018;Nahel;127
5;F;2014;Nahia;5
10;M;2010;Nahil;24
13;M;2013;Nahil;56
21;M;2016;Nahil;106
16;M;2017;Nahil;122
5;F;2017;Nahla;26
6;F;2016;Naïa;39
7;F;2017;Naïa;46
5;M;2009;Naïl;12
6;M;2011;Naïl;23
9;M;2012;Naïl;32
11;M;2015;Naïl;65
5;F;2014;Naila;5
7;F;2004;Naïla;7
5;F;2007;Naïla;25
13;F;2009;Naïla;47
17;F;2012;Naïla;83
10;F;2013;Naïla;93
15;F;2018;Naïla;167
9;M;2007;Naïm;33
30;M;2015;Naïm;225
5;F;2016;Naïma;31
9;F;2005;Naïs;14
20;F;2005;Naomi;49
27;F;2013;Naomi;260
16;F;2006;Naomie;48
11;F;2016;Naomie;198
18;F;2018;Naomie;233
7;M;2015;Naor;7
23;M;2007;Nassim;99
12;F;2005;Natacha;26
8;F;2006;Natacha;34
10;F;2008;Natacha;54
6;F;2007;Natalia;24
7;F;2011;Natalia;52
5;F;2013;Natalia;57
5;M;2004;Natan;5
6;F;2005;Natasha;6
5;M;2014;Nathaël;15
9;F;2009;Nathalie;68
6;F;2015;Nathalie;87
180;M;2006;Nathan;480
169;M;2011;Nathan;1359
9;M;2012;Nathanael;9
17;M;2004;Nathanaël;17
9;M;2005;Nathanaël;26
23;M;2015;Nathanaël;277
31;M;2017;Nathanaël;336
5;M;2009;Nathane;5
8;M;2007;Nathaniel;13
7;M;2009;Nathaniel;28
9;M;2012;Nathaniel;43
5;M;2016;Nathaniel;70
11;F;2005;Nawel;24
12;F;2009;Nawel;65
6;F;2010;Nawel;71
15;F;2015;Naya;70
6;F;2016;Naya;76
9;F;2013;Neïla;69
5;F;2012;Nelia;5
12;F;2016;Nelia;38
7;F;2010;Nélia;15
8;F;2011;Nélia;23
14;F;2010;Nell;68
12;F;2014;Nell;105
7;F;2011;Nelly;51
6;F;2013;Nelly;66
8;F;2014;Nelly;74
10;M;2006;Nelson;29
5;M;2015;Nelson;109
7;F;2009;Nelya;7
5;F;2011;Nelya;12
6;M;2006;Néo;6
5;M;2007;Néo;11
10;F;2008;Nesrine;43
6;F;2013;Nesrine;90
5;M;2017;Neyl;5
11;F;2012;Neyla;37
40;M;2015;Nicolas;967
30;M;2018;Nicolas;1076
6;F;2005;Nicole;13
6;F;2006;Nicole;19
5;F;2014;Dania;10
47;M;2007;Daniel;155
29;M;2008;Daniel;184
47;M;2012;Daniel;366
54;M;2013;Daniel;420
58;M;2016;Daniel;569
6;F;2014;Daniella;11
5;M;2009;Danny;10
9;M;2004;Dany;9
6;M;2008;Dany;32
7;M;2010;Dany;47
7;M;2007;Daouda;28
36;F;2005;Daphné;75
39;F;2006;Daphné;114
35;F;2008;Daphné;185
49;F;2011;Daphné;307
7;F;2007;Daphnée;22
8;F;2011;Daria;37
10;M;2008;Darius;44
13;M;2009;Darius;57
19;M;2016;Darius;141
68;M;2011;David;625
67;M;2013;David;771
87;M;2014;David;858
5;M;2011;Dayane;5
6;F;2007;Deborah;20
10;F;2004;Déborah;10
10;F;2006;Déborah;30
8;F;2018;Déborah;82
13;F;2005;Delphine;23
9;F;2007;Delphine;44
5;M;2014;Demba;53
9;M;2006;Denis;14
8;M;2010;Denis;38
8;M;2013;Denis;53
7;M;2014;Denis;60
6;M;2016;Denis;66
5;M;2007;Deniz;5
17;F;2018;Diana;187
77;F;2011;Diane;520
35;M;2005;Diego;61
32;M;2006;Diego;93
30;M;2009;Diego;178
31;M;2011;Diego;255
35;M;2005;Dimitri;64
20;M;2009;Dimitri;155
19;F;2005;Dina;29
16;F;2009;Dina;98
20;F;2010;Dina;118
19;F;2015;Dina;225
5;M;2009;Diogo;10
6;F;2009;Divine;26
9;F;2004;Djeneba;9
5;F;2005;Djeneba;14
6;F;2004;Djénéba;6
5;F;2016;Djenna;5
20;M;2005;Djibril;42
25;M;2007;Djibril;87
21;M;2009;Djibril;130
25;M;2011;Djibril;181
35;M;2012;Djibril;216
27;M;2013;Djibril;243
26;M;2017;Djibril;343
21;M;2018;Djibril;364
7;F;2016;Domitille;162
9;F;2005;Dora;17
35;M;2005;Dorian;74
16;M;2008;Dorian;154
8;F;2006;Doriane;20
5;F;2010;Doriane;25
5;M;2018;Doron;5
19;F;2004;Dounia;19
6;F;2016;Dounia;139
5;M;2006;Dov;5
5;M;2013;Driss;10
67;M;2004;Dylan;67
32;M;2008;Dylan;224
27;M;2012;Dylan;338
14;M;2016;Dylan;413
7;M;2004;Eddy;7
6;M;2005;Eddy;13
5;M;2011;Eddy;26
109;F;2009;Gabrielle;491
5;M;2006;Gad;11
18;M;2004;Gaël;18
20;M;2011;Gaël;145
15;M;2012;Gaël;160
23;M;2017;Gaël;239
6;F;2008;Gaëlle;34
10;M;2005;Gaëtan;26
13;M;2012;Gaëtan;108
8;M;2013;Gaëtan;116
5;M;2017;Gaëtan;153
7;F;2017;Gaia;22
9;F;2006;Gaïa;21
8;F;2008;Gaïa;36
11;F;2012;Gaïa;65
9;F;2014;Gaïa;84
51;F;2014;Garance;574
47;F;2018;Garance;797
7;M;2008;Mahmoud;7
17;F;2004;Maïlys;17
24;F;2006;Maïmouna;53
17;F;2009;Maïmouna;98
14;F;2013;Maïmouna;157
11;F;2018;Gabriella;146
67;F;2005;Gabrielle;118
101;F;2013;Gabrielle;906
97;F;2014;Gabrielle;1003
100;F;2017;Gabrielle;1314
5;M;2008;Gad;16
8;M;2017;Gael;14
19;M;2006;Gaël;56
18;M;2007;Gaël;74
14;M;2009;Gaël;108
17;M;2010;Gaël;125
8;M;2013;Gaël;168
15;M;2015;Gaël;199
11;F;2004;Gaëlle;11
5;F;2011;Gaëlle;39
6;F;2016;Gaëlle;64
10;M;2004;Gaétan;10
10;M;2005;Gaétan;20
9;M;2011;Gaétan;59
12;M;2011;Gaëtan;95
11;M;2014;Gaëtan;127
6;F;2013;Gaia;6
12;F;2004;Gaïa;12
12;F;2009;Gaïa;48
11;F;2016;Gaïa;107
12;F;2017;Gaïa;119
6;F;2017;Gala;6
5;M;2009;Gaoussou;5
56;F;2007;Garance;207
65;F;2013;Garance;523
59;F;2016;Garance;694
8;M;2016;Gary;63
5;M;2009;Gaspar;35
7;M;2010;Gaspar;42
135;M;2007;Gaspard;466
9;M;2005;Gaston;20
11;M;2007;Gaston;38
19;M;2011;Gaston;93
17;M;2016;Gaston;182
16;M;2005;Gauthier;27
14;M;2007;Gauthier;59
20;M;2013;Gauthier;139
9;M;2004;Gautier;9
5;M;2005;George;5
6;M;2015;George;36
13;M;2004;Georges;13
18;M;2007;Georges;58
21;M;2009;Georges;90
24;M;2012;Georges;143
13;F;2017;Georgia;59
6;M;2004;Germain;6
8;M;2006;Germain;20
6;M;2013;Germain;26
8;M;2016;Giacomo;21
8;M;2005;Gianni;15
11;M;2010;Giovanni;51
5;M;2015;Giovanni;77
7;F;2014;Gisèle;18
8;F;2016;Gisèle;34
10;F;2004;Giulia;10
34;F;2012;Giulia;185
36;F;2016;Giulia;355
38;F;2017;Giulia;393
6;M;2014;Giulian;6
6;M;2017;Giulio;34
8;F;2009;Gloria;48
6;F;2010;Gloria;54
13;F;2017;Gloria;124
5;F;2014;Goundo;49
11;F;2009;Grace;78
9;F;2011;Grace;94
8;F;2016;Grace;140
11;F;2006;Grâce;26
6;F;2008;Grâce;37
9;F;2015;Grâce;69
5;F;2017;Grâce;74
26;M;2010;Grégoire;300
22;M;2012;Grégoire;367
27;M;2013;Grégoire;394
23;M;2014;Grégoire;417
21;M;2018;Grégoire;502
5;M;2008;Grégory;25
5;F;2016;Greta;5
18;M;2006;Guilhem;37
9;M;2007;Guilhem;46
8;M;2011;Guilhem;81
6;M;2014;Guilhem;107
5;M;2017;Guilhem;125
76;M;2005;Guillaume;166
30;M;2012;Guillaume;498
21;M;2013;Guillaume;519
20;M;2014;Guillaume;539
16;M;2015;Guillaume;555
6;M;2004;Guy;6
5;M;2004;Gwendal;5
88;M;2017;Basile;794
6;F;2013;Basma;16
15;M;2011;Bastien;194
17;M;2017;Bastien;306
12;M;2018;Bastien;318
5;M;2004;Baudouin;5
6;M;2014;Baudouin;41
6;F;2010;Baya;19
10;F;2015;Baya;47
7;F;2007;Béatrice;23
8;F;2009;Béatrice;31
5;F;2011;Bella;5
7;F;2013;Bella;12
7;M;2011;Ben;70
6;M;2012;Ben;76
8;M;2014;Ben;94
8;M;2015;Ben;102
5;F;2004;Bénédicte;5
6;M;2004;Benoit;6
15;M;2012;Benoît;131
28;F;2009;Bérénice;135
36;F;2010;Bérénice;171
40;F;2012;Bérénice;238
16;F;2008;Bertille;60
10;F;2010;Bertille;86
9;F;2017;Bertille;153
5;F;2010;Béryl;11
21;F;2016;Bianca;214
20;M;2010;Bilal;154
15;M;2012;Bilal;181
24;M;2013;Bilal;205
22;M;2015;Bilal;244
15;M;2018;Bilal;302
10;M;2010;Bilel;66
8;M;2018;Bilel;157
5;M;2006;Billal;5
5;F;2009;Billie;5
9;F;2012;Billie;29
13;F;2013;Billie;42
6;F;2012;Binta;62
21;F;2013;Bintou;186
21;F;2014;Bintou;207
21;F;2017;Bintou;269
22;F;2018;Bintou;291
6;M;2015;Blaise;23
28;F;2011;Blanche;287
29;F;2015;Blanche;426
5;F;2012;Blandine;63
6;F;2010;Bonnie;6
5;F;2017;Bonnie;38
8;M;2004;Boubacar;8
6;M;2010;Boubou;17
6;M;2018;Bradley;37
16;M;2004;Brandon;16
5;M;2007;Brandon;21
6;M;2005;Brayan;12
6;M;2008;Brayan;33
8;M;2004;Briac;8
8;M;2005;Brice;22
11;M;2004;Brieuc;11
6;M;2005;Brieuc;17
6;M;2010;Brieuc;44
6;M;2011;Brieuc;50
6;M;2013;Bruno;76
9;M;2018;Bryan;129
5;F;2016;Calista;16
8;M;2012;Calixte;77
6;M;2013;Calixte;83
10;M;2015;Calixte;93
6;M;2006;Calvin;12
5;M;2007;Calvin;17
6;M;2017;Calvin;36
10;F;2006;Camélia;48
13;F;2007;Camélia;61
8;F;2008;Camélia;69
14;F;2009;Camélia;83
18;F;2011;Camélia;122
17;F;2013;Camélia;153
18;F;2017;Camélia;222
5;M;2012;Cameron;54
5;M;2005;Camil;12
13;M;2008;Camil;30
5;M;2010;Camil;42
10;M;2015;Camil;91
5;F;2010;Camilia;14
6;F;2011;Camilia;20
6;F;2012;Camilia;26
35;M;2006;Camille;548
252;F;2006;Camille;800
195;F;2007;Camille;1032
43;M;2009;Camille;1340
193;F;2010;Camille;1823
87;M;2014;Camille;2667
134;F;2016;Camille;3284
95;F;2017;Camille;3453
93;M;2018;Camille;3546
14;F;2005;Candice;56
25;F;2006;Candice;81
8;F;2011;Candice;163
55;F;2015;Capucine;809
9;M;2011;Christopher;65
7;M;2018;Christopher;89
14;F;2005;Cindy;21
15;F;2006;Cindy;36
40;F;2008;Claire;216
31;F;2009;Claire;247
36;F;2010;Claire;283
26;F;2012;Claire;332
23;F;2017;Claire;448
19;F;2018;Claire;467
151;F;2007;Clara;744
9;M;2013;Clarence;62
25;F;2004;Clarisse;25
23;F;2005;Clarisse;48
25;F;2007;Clarisse;109
30;F;2008;Clarisse;139
20;F;2013;Clarisse;237
5;F;2017;Clarisse;295
5;F;2012;Claudia;48
8;F;2013;Cléa;91
15;F;2006;Clélia;20
10;F;2011;Clélia;61
112;F;2005;Clémence;217
150;M;2009;Clément;906
134;M;2013;Clément;1420
51;F;2004;Clémentine;51
43;F;2006;Clémentine;132
39;F;2007;Clémentine;171
27;F;2012;Clémentine;339
18;F;2018;Clémentine;475
9;F;2005;Cléo;23
15;F;2006;Cléo;38
20;F;2012;Cléo;122
17;F;2014;Cléo;151
6;F;2006;Cléophée;13
9;F;2007;Cléophée;22
10;F;2013;Cléophée;64
9;F;2015;Cléophée;80
5;F;2016;Cléophée;85
12;F;2017;Cléophée;97
5;F;2018;Cléophée;102
9;F;2011;Cloé;81
5;F;2017;Cloé;107
11;F;2010;Clotilde;107
17;M;2005;Clovis;27
19;M;2007;Clovis;62
8;M;2016;Clovis;169
5;M;2018;Clovis;181
10;F;2007;Colette;26
19;F;2015;Colette;144
27;F;2018;Colette;206
14;M;2009;Colin;57
9;M;2018;Colin;158
17;F;2006;Coline;70
10;F;2010;Coline;133
19;F;2017;Coline;270
5;M;2016;Colomban;5
12;F;2005;Colombe;29
12;F;2007;Colombe;52
23;F;2011;Colombe;143
8;F;2015;Colombe;193
9;F;2016;Colombe;202
18;F;2017;Colombe;220
10;F;2018;Colombe;230
41;M;2006;Côme;127
59;M;2007;Côme;186
77;M;2010;Côme;381
83;M;2015;Côme;715
88;M;2017;Côme;877
85;M;2018;Côme;962
51;F;2004;Constance;51
41;F;2005;Constance;92
49;F;2009;Constance;281
51;F;2011;Constance;389
60;F;2012;Constance;449
8;M;2006;Constant;16
16;M;2006;Constantin;43
16;M;2008;Constantin;80
10;M;2009;Constantin;90
15;M;2010;Constantin;105
14;F;2005;Coralie;23
7;F;2014;Coralie;81
49;M;2008;Corentin;211
25;M;2018;Corentin;465
6;M;2006;Corto;18
9;F;2018;Coumba;153
7;F;2006;Cynthia;18
6;F;2010;Cynthia;31
9;M;2009;Cyprien;132
9;M;2010;Cyprien;141
10;M;2011;Cyprien;151
6;M;2007;Cyrian;6
5;M;2008;Cyriaque;16
7;F;2004;Cyrielle;7
5;F;2007;Cyrielle;12
9;M;2008;Cyril;67
7;M;2010;Cyrille;7
5;F;2004;Cyrine;5
8;F;2013;Cyrine;32
6;M;2016;Cyrus;29
8;F;2012;Nicole;64
7;F;2015;Nicole;81
9;F;2016;Nicole;90
15;M;2004;Niels;15
9;M;2007;Niels;57
6;M;2010;Nikita;13
7;M;2008;Nikola;41
6;M;2012;Nikola;76
7;M;2015;Nikola;83
7;M;2006;Nil;13
32;M;2004;Nils;32
28;M;2005;Nils;60
37;M;2010;Nils;209
91;F;2005;Nina;186
112;F;2010;Nina;734
102;F;2014;Nina;1183
119;F;2018;Nina;1637
6;F;2005;Nine;13
6;F;2007;Nine;32
14;F;2009;Nine;46
13;F;2015;Nine;110
26;M;2008;Nino;116
30;M;2009;Nino;146
27;M;2010;Nino;173
23;M;2014;Nino;278
38;M;2018;Nino;406
29;F;2004;Ninon;29
30;F;2007;Ninon;121
25;F;2008;Ninon;146
29;F;2010;Ninon;195
8;F;2005;Niouma;14
5;F;2011;Niouma;24
5;F;2005;Nisrine;5
7;M;2004;Nizar;7
6;M;2017;Nizar;67
49;F;2004;Noa;72
50;F;2005;Noa;151
37;F;2007;Noa;298
50;F;2010;Noa;562
44;F;2012;Noa;703
16;M;2015;Noa;832
26;M;2016;Noa;888
79;M;2005;Noah;156
115;M;2009;Noah;578
84;M;2012;Noah;917
5;F;2016;Noah;1392
94;M;2007;Noé;377
97;M;2010;Noé;659
69;M;2012;Noé;833
101;M;2013;Noé;934
7;F;2005;Noélie;7
107;F;2005;Noémie;185
74;F;2007;Noémie;334
64;F;2009;Noémie;480
74;F;2011;Noémie;648
55;F;2014;Noémie;834
60;F;2017;Noémie;990
35;F;2018;Noémie;1025
17;M;2008;Noham;35
40;M;2011;Noham;125
36;M;2015;Noham;275
25;M;2018;Noham;372
5;M;2017;Nohan;11
8;F;2007;Nola;8
6;F;2011;Nola;24
12;F;2015;Nola;45
8;F;2016;Nola;53
24;M;2006;Nolan;62
23;M;2008;Nolan;106
47;M;2011;Nolan;245
66;M;2014;Nolan;399
59;M;2017;Nolan;595
12;M;2009;Nolann;17
9;M;2011;Nolann;32
5;M;2015;Nolhan;52
12;F;2009;Noor;47
9;F;2011;Noor;56
12;F;2004;Nora;12
19;F;2008;Nora;88
9;F;2008;Norah;29
15;F;2011;Norah;70
17;F;2013;Norah;104
20;F;2018;Norah;175
5;M;2004;Nour;5
8;M;2008;Nour;160
63;F;2009;Nour;276
57;F;2011;Nour;402
6;M;2013;Nour;457
5;F;2006;Noura;5
7;F;2009;Noura;12
8;F;2018;Noura;56
9;F;2011;Nourane;9
68;F;2007;Océane;283
27;F;2016;Océane;604
24;F;2017;Océane;628
34;M;2015;Octave;428
56;M;2016;Octave;484
7;F;2007;Olga;37
10;F;2012;Olga;57
9;F;2018;Olga;83
8;M;2012;Gary;41
7;M;2013;Gaspar;56
5;M;2015;Gaspar;61
7;M;2017;Gaspar;73
112;M;2006;Gaspard;331
122;M;2009;Gaspard;733
127;M;2010;Gaspard;860
173;M;2013;Gaspard;1332
13;M;2009;Gaston;64
10;M;2010;Gaston;74
5;M;2007;Gatien;5
11;M;2008;Gauthier;70
13;M;2016;Gauthier;178
5;F;2016;Geneviève;5
5;M;2010;George;10
33;M;2014;Georges;199
31;M;2015;Georges;230
5;F;2011;Georgia;10
12;F;2014;Georgia;27
6;M;2005;Germain;12
8;M;2014;Giacomo;13
7;M;2004;Gianni;7
10;M;2009;Gianni;42
5;M;2011;Gianni;47
8;M;2017;Gianni;75
45;F;2013;Giulia;230
6;M;2016;Giulian;12
5;F;2017;Giuliana;5
6;M;2005;Giulio;6
5;M;2013;Giulio;17
5;M;2014;Giulio;22
9;F;2008;Gloria;40
9;F;2016;Gloria;111
11;F;2018;Gloria;135
5;F;2004;Goundo;5
9;F;2010;Goundo;33
6;F;2018;Goundo;61
8;F;2006;Grace;42
10;F;2009;Grâce;47
56;M;2004;Grégoire;56
24;M;2015;Grégoire;441
18;M;2017;Grégoire;481
5;M;2007;Grégory;20
9;M;2008;Guilhem;55
8;M;2009;Guilhem;63
9;M;2013;Guilhem;101
64;M;2006;Guillaume;230
6;F;2008;Guillemette;15
27;M;2006;Gustave;56
29;M;2009;Gustave;142
41;M;2013;Gustave;303
59;M;2015;Gustave;415
8;F;2004;Gwendoline;8
5;M;2017;Habib;22
5;F;2007;Haby;17
6;F;2013;Haby;56
9;F;2018;Haby;83
6;F;2015;Hadja;21
5;M;2011;Hadriel;5
31;M;2005;Hadrien;71
49;M;2013;Hadrien;383
43;M;2015;Hadrien;466
5;F;2007;Hajar;26
8;F;2009;Hajar;44
7;F;2015;Hajar;94
9;F;2018;Hajar;116
7;M;2004;Hakim;7
5;M;2007;Hakim;17
7;M;2013;Hakim;39
5;M;2017;Hamady;5
20;M;2005;Hamza;43
30;M;2007;Hamza;94
19;M;2011;Hamza;213
35;M;2015;Hamza;346
